Time,Temperature
0,20
1,19.85
2,19.701125
3,19.5533665625
4,19.4067163132813
5,19.2611659409316
6,19.1167071963747
7,18.9733318924018
8,19.0560319032088
9,19.1381116639348
10,19.2195758264552
11,19.3004290077568
12,19.3806757901987
13,19.4603207217722
14,19.5393683163589
15,19.6178230539862
16,19.6956893810813
17,19.7729717107232
18,19.8496744228928
19,19.9258018647211
20,20.0013583507357
21,20.0763481631051
22,20.1507755518818
23,20.2246447352427
24,20.2979598997284
25,20.3707252004805
26,20.4429447614768
27,20.5146226757658
28,20.5857630056975
29,20.6563697831548
30,20.7264470097811
31,20.7959986572078
32,20.8650286672787
33,20.9335409522741
34,21.0015393951321
35,20.8440278496686
36,20.6876976407961
37,20.5325399084901
38,20.3785458591764
39,20.2257067652326
40,20.0740139644934
41,19.9234588597597
42,19.7740329183115
43,19.6257276714241
44,19.4785347138884
45,19.3324457035343
46,19.1874523607578
47,19.0435464680521
48,18.9007198695417
49,18.9839644705201
50,19.0665847369912
51,19.1485853514638
52,19.2299709613278
53,19.3107461791179
54,19.3909155827745
55,19.4704837159037
56,19.5494550880344
57,19.6278341748741
58,19.7056254185626
59,19.7828332279234
60,19.8594619787139
61,19.9355160138736
62,20.0109996437695
63,20.0859171464413
64,20.160272767843
65,20.2340707220841
66,20.3073151916685
67,20.380010327731
68,20.452160250273
69,20.523769048396
70,20.594840780533
71,20.665379474679
72,20.7353891286189
73,20.8048737101543
74,20.8738371573281
75,20.9422833786481
76,21.0102162533083
77,20.8526396314085
78,20.6962448341729
79,20.5410229979166
80,20.3869653254322
81,20.2340630854915
82,20.0823076123503
83,19.9316903052577
84,19.7822026279683
85,19.6338361082585
86,19.4865823374466
87,19.3404329699157
88,19.1953797226413
89,19.0514143747215
90,18.9085287669111
91,18.9917148011593
92,19.0742769401506
93,19.1562198630995
94,19.2375482141262
95,19.3182666025203
96,19.3983796030014
97,19.4778917559789
98,19.556807567809
99,19.6351315110504
100,19.7128680247176
101,19.7900215145322
102,19.8665963531732
103,19.9425968805244
104,20.0180274039205
105,20.0928921983911
106,20.1671955069031
107,20.2409415406014
108,20.3141344790468
109,20.386778470454
110,20.4588776319256
111,20.5304360496861
112,20.6014577793135
113,20.6719468459686
114,20.7419072446239
115,20.8113429402892
116,20.880257868237
117,20.9486559342253
118,21.0165410147186
119,20.8589169571082
120,20.7024750799299
121,20.5472065168304
122,20.3931024679542
123,20.2401541994445
124,20.0883530429487
125,19.9376903951266
126,19.7881577171631
127,19.6397465342844
128,19.4924484352773
129,19.3462550720127
130,19.2011581589726
131,19.0571494727803
132,18.9142208517344
133,18.9973641953464
134,19.0798839638813
135,19.1617848341522
136,19.2430714478961
137,19.3237484120369
138,19.4038202989466
139,19.4832916467045
140,19.5621669593542
141,19.640450707159
142,19.7181473268554
143,19.7952612219039
144,19.8717967627397
145,19.9477582870191
146,20.0231500998665
147,20.0979764741175
148,20.1722416505616
149,20.2459498381824
150,20.319105214396
151,20.391711925288
152,20.4637740858484
153,20.5352957802045
154,20.606281061853
155,20.6767339538891
156,20.7466584492349
157,20.8160585108656
158,20.8849380720341
159,20.9533010364939
160,21.0211512787202
161,20.8634926441298
162,20.7070164492988
163,20.5517138259291
164,20.3975759722346
165,20.2445941524428
166,20.0927596962995
167,19.9420639985773
168,19.792498518588
169,19.6440547796985
170,19.4967243688508
171,19.3504989360844
172,19.2053701940638
173,19.0613299176083
174,18.9183699432262
175,19.001482168652
176,19.0839710523872
177,19.1658412694943
178,19.247097459973
179,19.3277442290232
180,19.4077861473056
181,19.4872277512008
182,19.5660735430668
183,19.6443279914938
184,19.7219955315576
185,19.7990805650709
186,19.8755874608329
187,19.9515205548766
188,20.026884150715
189,20.1016825195847
190,20.1759199006878
191,20.2496005014326
192,20.3227284976719
193,20.3953080339393
194,20.4673432236848
195,20.5388381495072
196,20.6097968633859
197,20.6802233869105
198,20.7501217115086
199,20.8194957986723
200,20.8883495801823
201,20.9566869583309
202,21.0245118061434
203,20.8668279675974
204,20.7103267578404
205,20.5549993071566
206,20.4008368123529
207,20.2478305362603
208,20.0959718072383
209,19.945252018684
210,19.7956626285439
211,19.6471951588298
212,19.4998411951386
213,19.353592386175
214,19.2084404432787
215,19.0643771399541
216,18.9213943114045
217,19.004483854069
218,19.0869502251634
219,19.1687980984747
220,19.2500321127362
221,19.3306568718906
222,19.4106769453515
223,19.4900968682613
224,19.5689211417494
225,19.6471542331862
226,19.7248005764373
227,19.8018645721141
228,19.8783505878232
229,19.9542629584145
230,20.0296059862264
231,20.1043839413297
232,20.1786010617697
233,20.2522615538065
234,20.3253695921529
235,20.3979293202118
236,20.4699448503102
237,20.5414202639329
238,20.6123596119534
239,20.6827669148637
240,20.7526461630022
241,20.8220013167797
242,20.8908363069039
243,20.9591550346021
244,21.0269613718426
245,20.8692591615538
246,20.7127397178421
247,20.5573941699583
248,20.4032137136836
249,20.250189610831
250,20.0983131887497
251,19.9475758398341
252,19.7979690210354
253,19.6494842533776
254,19.5021131214773
255,19.3558472730662
256,19.2106784185182
257,19.0665983303793
258,18.9235988429015
259,19.0066718515797
260,19.0891218126928
261,19.1709533990977
262,19.2521712486044
263,19.3327799642399
264,19.4127841145081
265,19.4921882336493
266,19.5709968218969
267,19.6492143457327
268,19.7268452381397
269,19.8038938988536
270,19.8803646946122
271,19.9562619594026
272,20.0315899947071
273,20.1063530697468
274,20.1805554217237
275,20.2542012560608
276,20.3272947466403
277,20.3998400360405
278,20.4718412357702
279,20.5433024265019
280,20.6142276583032
281,20.6846209508659
282,20.7544862937344
283,20.8238276465314
284,20.8926489391824
285,20.9609540721386
286,21.0287469165975
287,20.871031314723
288,20.7144985798626
289,20.5591398405136
290,20.4049462917098
291,20.251909194522
292,20.1000198755631
293,19.9492697264963
294,19.7996502035476
295,19.651152827021
296,19.5037691808183
297,19.3574909119622
298,19.2123097301225
299,19.0682174071466
300,18.925205776593
301,19.0082667332685
302,19.090704732769
303,19.1725244472732
304,19.2537305139187
305,19.3343275350643
306,19.4143200785513
307,19.4937126779622
308,19.5725098328775
309,19.6507160091309
310,19.7283356390624
311,19.8053731217694
312,19.8818328233562
313,19.957719077181
314,20.0330361841021
315,20.1077884127214
316,20.181979999626
317,20.2556151496288
318,20.3286980360065
319,20.4012328007365
320,20.473223554731
321,20.5446743780705
322,20.615589320235
323,20.6859724003332
324,20.7558276073307
325,20.8251589002757
326,20.8939702085237
327,20.9622654319597
328,21.03004844122
329,20.8723230779109
330,20.7157806548266
331,20.5604122999154
332,20.406209207666
333,20.2531626386085
334,20.1012639188189
335,19.9505044394278
336,19.8008756561321
337,19.6523690887111
338,19.5049763205458
339,19.3586889981417
340,19.2134988306556
341,19.0693975894257
342,18.926377107505
343,19.0094292791987
344,19.0918585596047
345,19.1736696204077
346,19.2548670982546
347,19.3354555950177
348,19.4154396780551
349,19.4948238804697
350,19.5736127013661
351,19.6518106061059
352,19.7294220265601
353,19.8064513613609
354,19.8829029761507
355,19.9587812038296
356,20.0340903448008
357,20.1088346672148
358,20.1830184072107
359,20.2566457691566
360,20.329720925888
361,20.4022480189438
362,20.4742311588017
363,20.5456744251107
364,20.6165818669224
365,20.6869575029205
366,20.7568053216486
367,20.8261292817362
368,20.8949333121232
369,20.9632213122823
370,21.0309971524401
371,20.8732646737968
372,20.7167151887434
373,20.5613398248278
374,20.4071297761416
375,20.2540763028205
376,20.1021707305494
377,19.9514044500702
378,19.8017689166947
379,19.6532556498195
380,19.5058562324459
381,19.3595623107025
382,19.2143655933722
383,19.070257851422
384,18.9272309175363
385,19.0102766856548
386,19.0926996105124
387,19.1745043634335
388,19.2556955807078
389,19.3362778638525
390,19.4162557798736
391,19.4956338615245
392,19.5744166075631
393,19.6526084830064
394,19.7302139193838
395,19.8072373149884
396,19.883683035126
397,19.9595554123626
398,20.0348587467698
399,20.1095973061691
400,20.1837753263728
401,20.257397011425
402,20.3304665338393
403,20.4029880348355
404,20.4749656245743
405,20.54640338239
406,20.617305357022
407,20.6876755668444
408,20.757518000093
409,20.8268366150923
410,20.8956353404791
411,20.9639180754255
412,21.0316886898599
413,20.8739510246859
414,20.7173963920008
415,20.5620159190608
416,20.4078007996678
417,20.2547422936703
418,20.1028317264678
419,19.9520604885193
420,19.8024200348554
421,19.6539018845939
422,19.5064976204595
423,19.360198888306
424,19.2149973966437
425,19.0708849161689
426,18.9278532792977
427,19.0108943797029
428,19.0933126718551
429,19.1751128268162
430,19.2562994806151
431,19.3368772345105
432,19.4168506552517
433,19.4962242753373
434,19.5750025932723
435,19.6531900738227
436,19.730791148269
437,19.807810214657
438,19.8842516380471
439,19.9601197507617
440,20.035418852631
441,20.1101532112363
442,20.184327062152
443,20.2579446091859
444,20.331010024617
445,20.4035274494324
446,20.4755009935616
447,20.5469347361099
448,20.6178327255891
449,20.6881989801472
450,20.7580374877961
451,20.8273522066376
452,20.8961470650878
453,20.9644259620996
454,21.0321927673839
455,20.8744513216285
456,20.7178929367163
457,20.5625087396909
458,20.4082899241433
459,20.2552277497122
460,20.1033135415893
461,19.9525386900274
462,19.8028946498522
463,19.6543729399783
464,19.5069651429285
465,19.3606629043565
466,19.2154579325738
467,19.0713419980795
468,18.9283069330939
469,19.0113446310957
470,19.0937595463625
471,19.1755563497648
472,19.2567396771416
473,19.337314129563
474,19.4172842735913
475,19.4966546415393
476,19.5754297317278
477,19.6536140087398
478,19.7312119036743
479,19.8082278143967
480,19.8846661057888
481,19.9605311099953
482,20.0358271266704
483,20.1105584232204
484,20.1847292350462
485,20.2583437657834
486,20.33140618754
487,20.4039206411334
488,20.4758912363249
489,20.5473220520525
490,20.6182171366621
491,20.6885805081371
492,20.7584161543261
493,20.8277280331687
494,20.8965200729199
495,20.964796172373
496,21.0325602010802
497,20.8748159995721
498,20.7182548795753
499,20.5628679679785
500,20.4086464582186
501,20.255581609782
502,20.1036647477086
503,19.9528872621008
504,19.8032406076351
505,19.6547163030778
506,19.5073059308047
507,19.3610011363237
508,19.2157936278013
509,19.0716751755928
510,18.9286376117758
511,19.0116728296875
512,19.0940852834648
513,19.1758796438389
514,19.2570605465101
515,19.3376325924112
516,19.4176003479681
517,19.4969683453584
518,19.5757410827682
519,19.6539230246474
520,19.7315186019626
521,19.8085322124479
522,19.8849682208545
523,19.9608309591981
524,20.0361247270041
525,20.1108537915516
526,20.1850223881149
527,20.2586347202041
528,20.3316949598025
529,20.404207247604
530,20.476175693247
531,20.5476043755476
532,20.618497342731
533,20.6888586126606
534,20.7586921730656
535,20.8280019817676
536,20.8967919669044
537,20.9650660271526
538,21.0328280319489
539,20.8750818217093
540,20.7185187080465
541,20.5631298177361
542,20.4089063441031
543,20.2558395465223
544,20.1039207499234
545,19.953141344299
546,19.8034927842168
547,19.6549665883351
548,19.5075543389226
549,19.3612476813807
550,19.2160383237703
551,19.0719180363421
552,18.9288786510695
553,19.0119120611865
554,19.0943227207276
555,19.1761153003221
556,19.2572944355697
557,19.3378647273029
558,19.4178307418482
559,19.4971970112843
560,19.5759680336997
561,19.6541482734469
562,19.7317421613961
563,19.8087540951856
564,19.8851884394717
565,19.9610495261757
566,20.0363416547294
567,20.1110690923189
568,20.1852360741265
569,20.2588468035705
570,20.3319054525438
571,20.4044161616497
572,20.4763830404373
573,20.547810167634
574,20.6187015913768
575,20.6890613294415
576,20.7588933694706
577,20.8282016691996
578,20.8969901566806
579,20.9652627305055
580,21.0330232600267
581,20.8752755855765
582,20.7187110186847
583,20.5633206860446
584,20.4090957808992
585,20.2560275625425
586,20.1041073558234
587,19.9533265506547
588,19.8036766015248
589,19.6551490270134
590,19.5077354093108
591,19.361427393741
592,19.2162166882879
593,19.0720950631257
594,18.9290543501523
595,19.0120864425262
596,19.0944957942072
597,19.1762870757507
598,19.2574649226825
599,19.3380339357624
600,19.4179986812442
601,19.4973636911349
602,19.5761334634513
603,19.6543124624755
604,19.7319051190069
605,19.8089158306143
606,19.8853489618847
607,19.9612088446706
608,20.0364997783356
609,20.1112260299981
610,20.1853918347731
611,20.2590013960123
612,20.3320588855422
613,20.4045684439006
614,20.4765341805714
615,20.5479601742171
616,20.6188504729104
617,20.6892090943636
618,20.7590400261559
619,20.8283472259597
620,20.897134621765
621,20.9654061121018
622,21.033165566261
623,20.8754168245141
624,20.7188511983302
625,20.5634598143427
626,20.4092338657352
627,20.2561646117421
628,20.1042433771541
629,19.9534615518254
630,19.8038105901867
631,19.6552820107603
632,19.5078673956796
633,19.361558390212
634,19.2163467022854
635,19.0722241020183
636,18.9291824212532
637,19.0122135530938
638,19.0946219514456
639,19.1764122868097
640,19.2575891946586
641,19.3381572756987
642,19.418121096131
643,19.49748518791
644,19.5762540490006
645,19.6544321436331
646,19.7320239025559
647,19.8090337232867
648,19.8854659703621
649,19.9613249755844
650,20.0366150382675
651,20.1113404254805
652,20.1855053722894
653,20.2591140819972
654,20.3321707263822
655,20.4046794459343
656,20.4766443500898
657,20.5480695174642
658,20.6189589960832
659,20.6893168036126
660,20.7591469275855
661,20.8284533256286
662,20.8972399256864
663,20.9655106262437
664,21.0332692965469
665,20.8755197768228
666,20.7189533784966
667,20.5635612281579
668,20.4093345189467
669,20.2562645100546
670,20.1043425262292
671,19.9535599572825
672,19.8039082576029
673,19.6553789456708
674,19.5079636035783
675,19.3616538765515
676,19.2164414724773
677,19.0723181614337
678,18.929275775223
679,19.0123062069088
680,19.094713910357
681,19.1765035560293
682,19.2576797793591
683,19.3382471810139
684,19.4182103271563
685,19.4975737497026
686,19.5763419465799
687,19.6545193819805
688,19.7321104866157
689,19.8091196579661
690,19.8855512605313
691,19.9614096260773
692,20.0366990538817
693,20.1114238109776
694,20.1855881323953
695,20.2591962214023
696,20.3322522497418
697,20.4047603578688
698,20.4767246551847
699,20.5481492202709
700,20.6190381011188
701,20.6893953153604
702,20.7592248504952
703,20.8285306641165
704,20.8973166841356
705,20.9655868090046
706,21.0333449079371
707,20.8755948211276
708,20.7190278599691
709,20.5636351510193
710,20.4094078873867
711,20.2563373282313
712,20.1044147982695
713,19.9536316872825
714,19.8039794496279
715,19.6554496037557
716,19.5080337317275
717,19.3617234787396
718,19.216510552649
719,19.0723867235042
720,18.9293438230779
721,19.0123737444048
722,19.0947809413218
723,19.1765700842618
724,19.2577458086299
725,19.3383127150652
726,19.4182753697022
727,19.4976383044294
728,19.5764060171462
729,19.6545829720176
730,19.7321735997275
731,19.8091822977295
732,19.8856134304965
733,19.9614713297678
734,20.0367602947945
735,20.1114845925836
736,20.1856484581392
737,20.2592560947032
738,20.3323116739929
739,20.4048193364379
740,20.4767831914147
741,20.548207317479
742,20.619095762598
743,20.6894525443785
744,20.7592816502956
745,20.8285870379184
746,20.897372635134
747,20.9656423403705
748,21.0334000228177
749,20.8756495226466
750,20.7190821512268
751,20.5636890350926
752,20.4094613673294
753,20.2563904070744
754,20.1044674790213
755,19.9536839729287
756,19.8040313431317
757,19.6555011080582
758,19.5080848497478
759,19.3617742133747
760,19.2165609067744
761,19.0724366999736
762,18.9293934247238
763,19.0124229740383
764,19.094829801733
765,19.17661857822
766,19.2577939388834
767,19.3383604843418
768,19.4183227807092
769,19.4976853598539
770,19.576452719655
771,19.6546293242576
772,19.7322196043256
773,19.8092279572932
774,19.8856587476135
775,19.9615163070064
776,20.0368049347038
777,20.1115288976936
778,20.1856924309609
779,20.2592997377287
780,20.3323549896957
781,20.404862327273
782,20.4768258598184
783,20.5482496658698
784,20.6191377933758
785,20.6894942599255
786,20.759323052976
787,20.8286281300787
788,20.8974134191031
789,20.9656828184598
790,21.0334401973214
791,20.8756893958415
792,20.7191217253727
793,20.5637283124324
794,20.4095003500891
795,20.2564290974634
796,20.1045058792325
797,19.9537220851382
798,19.8040691694997
799,19.6555386507284
800,19.508122110848
